Date,Load
2019-12-29 01:00:00,560.1
2019-12-29 01:00:00,1440.6
2019-12-29 02:00:00,1128.0
2019-12-29 02:00:00,1579.0
2019-12-29 02:00:00,503.7
2019-12-29 02:00:00,878.8
2019-12-29 02:00:00,898.2
2019-12-29 02:00:00,1753.5
2019-12-29 02:00:00,711.3
2019-12-29 02:00:00,256.1
2019-12-29 02:00:00,4371.0
2019-12-29 02:00:00,556.8
2019-12-29 02:00:00,1417.8
2019-12-29 03:00:00,1121.4
2019-12-29 03:00:00,1571.5
2019-12-29 03:00:00,494.8
2019-12-29 03:00:00,874.8
2019-12-29 03:00:00,879.5
2019-12-29 03:00:00,1729.3
2019-12-29 03:00:00,722.8
2019-12-29 03:00:00,263.2
2019-12-29 03:00:00,4293.1
2019-12-29 03:00:00,564.2
2019-12-29 03:00:00,1396.8
2019-12-29 04:00:00,1135.1
2019-12-29 04:00:00,1596.7
2019-12-29 04:00:00,496.7
2019-12-29 04:00:00,885.6
2019-12-29 04:00:00,887.9
2019-12-29 04:00:00,1733.6
2019-12-29 04:00:00,726.0
2019-12-29 04:00:00,262.4
2019-12-29 04:00:00,4267.8
2019-12-29 04:00:00,565.8
2019-12-29 04:00:00,1402.5
2019-12-29 05:00:00,1160.3
2019-12-29 05:00:00,1592.7
2019-12-29 05:00:00,507.3
2019-12-29 05:00:00,906.9
2019-12-29 05:00:00,906.4
2019-12-29 05:00:00,1763.7
2019-12-29 05:00:00,743.7
2019-12-29 05:00:00,270.9
2019-12-29 05:00:00,4317.0
2019-12-29 05:00:00,566.2
2019-12-29 05:00:00,1404.3
2019-12-29 06:00:00,1210.0
2019-12-29 06:00:00,1666.8
2019-12-29 06:00:00,525.6
2019-12-29 06:00:00,947.0
2019-12-29 06:00:00,945.9
2019-12-29 06:00:00,1837.3
2019-12-29 06:00:00,787.4
2019-12-29 06:00:00,280.1
2019-12-29 06:00:00,4437.7
2019-12-29 06:00:00,577.4
2019-12-29 06:00:00,1427.4
2019-12-29 07:00:00,1257.0
2019-12-29 07:00:00,1730.2
2019-12-29 07:00:00,541.4
2019-12-29 07:00:00,989.0
2019-12-29 07:00:00,982.9
2019-12-29 07:00:00,1889.8
2019-12-29 07:00:00,831.6
2019-12-29 07:00:00,297.6
2019-12-29 07:00:00,4568.5
2019-12-29 07:00:00,600.2
2019-12-29 07:00:00,1474.4
2019-12-29 08:00:00,1298.1
2019-12-29 08:00:00,1784.7
2019-12-29 08:00:00,558.8
2019-12-29 08:00:00,1013.8
2019-12-29 08:00:00,1007.1
2019-12-29 08:00:00,1925.9
2019-12-29 08:00:00,878.8
2019-12-29 08:00:00,321.7
2019-12-29 08:00:00,4739.0
2019-12-29 08:00:00,636.0
2019-12-29 08:00:00,1514.0
2019-12-29 09:00:00,1316.5
2019-12-29 09:00:00,1844.7
2019-12-29 09:00:00,580.5
2019-12-29 09:00:00,1053.5
2019-12-29 09:00:00,1026.1
2019-12-29 09:00:00,1988.2
2019-12-29 09:00:00,905.5
2019-12-29 09:00:00,338.4
2019-12-29 09:00:00,4917.1
2019-12-29 09:00:00,637.7
2019-12-29 09:00:00,1570.8
2019-12-29 10:00:00,1302.9
2019-12-29 10:00:00,1873.7
2019-12-29 10:00:00,589.3
2019-12-29 10:00:00,1077.2
2019-12-29 10:00:00,1032.1
2019-12-29 10:00:00,1987.0
2019-12-29 10:00:00,902.0
2019-12-29 10:00:00,339.0
2019-12-29 10:00:00,5067.9
2019-12-29 10:00:00,638.7
2019-12-29 10:00:00,1617.3
2019-12-29 11:00:00,1297.5
2019-12-29 11:00:00,1896.1
2019-12-29 11:00:00,600.4
2019-12-29 11:00:00,1098.6
2019-12-29 11:00:00,1055.9
2019-12-29 11:00:00,1996.3
2019-12-29 11:00:00,908.3
2019-12-29 11:00:00,347.5
2019-12-29 11:00:00,5210.4
2019-12-29 11:00:00,631.0
2019-12-29 11:00:00,1628.2
2019-12-29 12:00:00,1288.3
2019-12-29 12:00:00,1914.0
2019-12-29 12:00:00,614.7
2019-12-29 12:00:00,1111.5
2019-12-29 12:00:00,1090.2
2019-12-29 12:00:00,2074.2
2019-12-29 12:00:00,916.0
2019-12-29 12:00:00,348.8
2019-12-29 12:00:00,5301.1
2019-12-29 12:00:00,627.4
2019-12-29 12:00:00,1657.5
2019-12-29 13:00:00,1327.0
2019-12-29 13:00:00,1921.3
2019-12-29 13:00:00,619.4
2019-12-29 13:00:00,1113.7
2019-12-29 13:00:00,1107.6
2019-12-29 13:00:00,2150.3
2019-12-29 13:00:00,916.6
2019-12-29 13:00:00,348.5
2019-12-29 13:00:00,5339.8
2019-12-29 13:00:00,635.1
2019-12-29 13:00:00,1665.1
2019-12-29 14:00:00,1374.4
2019-12-29 14:00:00,1925.0
2019-12-29 14:00:00,626.5
2019-12-29 14:00:00,1123.6
2019-12-29 14:00:00,1122.8
2019-12-29 14:00:00,2198.1
2019-12-29 14:00:00,919.6
2019-12-29 14:00:00,346.8
2019-12-29 14:00:00,5365.6
2019-12-29 14:00:00,620.8
2019-12-29 14:00:00,1649.6
2019-12-29 15:00:00,1417.9
2019-12-29 15:00:00,1942.2
2019-12-29 15:00:00,631.9
2019-12-29 15:00:00,1132.8
2019-12-29 15:00:00,1143.4
2019-12-29 15:00:00,2241.0
2019-12-29 15:00:00,935.6
2019-12-29 15:00:00,345.4
2019-12-29 15:00:00,5403.8
2019-12-29 15:00:00,645.8
2019-12-29 15:00:00,1640.4
2019-12-29 16:00:00,1510.4
2019-12-29 16:00:00,2005.0
2019-12-29 16:00:00,665.6
2019-12-29 16:00:00,1189.4
2019-12-29 16:00:00,1209.1
2019-12-29 16:00:00,2417.7
2019-12-29 16:00:00,1001.8
2019-12-29 16:00:00,366.4
2019-12-29 16:00:00,5544.3
2019-12-29 16:00:00,662.2
2019-12-29 16:00:00,1693.3
2019-12-29 17:00:00,1562.8
2019-12-29 17:00:00,2052.7
2019-12-29 17:00:00,695.7
2019-12-29 17:00:00,1222.1
2019-12-29 17:00:00,1264.2
2019-12-29 17:00:00,2579.9
2019-12-29 17:00:00,1057.4
2019-12-29 17:00:00,387.8
2019-12-29 17:00:00,5683.2
2019-12-29 17:00:00,673.6
2019-12-29 17:00:00,1771.1
2019-12-29 18:00:00,1541.8
2019-12-29 18:00:00,2037.6
2019-12-29 18:00:00,698.8
2019-12-29 18:00:00,1202.6
2019-12-29 18:00:00,1249.7
2019-12-29 18:00:00,2570.8
2019-12-29 18:00:00,1047.2
2019-12-29 18:00:00,389.8
2019-12-29 18:00:00,5691.7
2019-12-29 18:00:00,669.4
2019-12-29 18:00:00,1754.0
2019-12-29 19:00:00,1502.3
2019-12-29 19:00:00,1979.2
2019-12-29 19:00:00,687.7
2019-12-29 19:00:00,1171.5
2019-12-29 19:00:00,1222.0
2019-12-29 19:00:00,2514.0
2019-12-29 19:00:00,995.5
2019-12-29 19:00:00,380.2
2019-12-29 19:00:00,5649.6
2019-12-29 19:00:00,659.8
2019-12-29 19:00:00,1728.8
2019-12-29 20:00:00,1453.5
2019-12-29 20:00:00,1920.9
2019-12-29 20:00:00,678.1
2019-12-29 20:00:00,1130.0
2019-12-29 20:00:00,1186.6
2019-12-29 20:00:00,2446.4
2019-12-29 20:00:00,983.5
2019-12-29 20:00:00,375.4
2019-12-29 20:00:00,5563.1
2019-12-29 20:00:00,640.8
2019-12-29 20:00:00,1684.5
2019-12-29 21:00:00,1381.0
2019-12-29 21:00:00,1821.3
2019-12-29 21:00:00,654.5
2019-12-29 21:00:00,1078.4
2019-12-29 21:00:00,1132.2
2019-12-29 21:00:00,2339.4
2019-12-29 21:00:00,927.5
2019-12-29 21:00:00,356.6
2019-12-29 21:00:00,5430.6
2019-12-29 21:00:00,601.3
2019-12-29 21:00:00,1627.6
2019-12-29 22:00:00,1288.4
2019-12-29 22:00:00,1723.8
2019-12-29 22:00:00,616.6
2019-12-29 22:00:00,1014.3
2019-12-29 22:00:00,1062.8
2019-12-29 22:00:00,2183.3
2019-12-29 22:00:00,858.6
2019-12-29 22:00:00,328.1
2019-12-29 22:00:00,5226.6
2019-12-29 22:00:00,585.6
2019-12-29 22:00:00,1548.3
2019-12-29 23:00:00,1201.0
2019-12-29 23:00:00,1640.1
2019-12-29 23:00:00,572.9
2019-12-29 23:00:00,960.2
2019-12-29 23:00:00,987.6
2019-12-29 23:00:00,2004.6
2019-12-29 23:00:00,783.5
2019-12-29 23:00:00,303.1
2019-12-29 23:00:00,4947.4
2019-12-29 23:00:00,605.3
2019-12-29 23:00:00,1492.8
2019-12-30 00:00:00,1152.6
2019-12-30 00:00:00,1458.9
2019-12-30 00:00:00,1584.1
