Date,Load,LBMP,DI,WC,wetbulb,T2MWET,winddirection,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UV_INDEX,specifichumidity,PS
2016-01-01 00:00:00,4894.5,213.2,37.97465424,2.616959994593356,1.3,2.0,300.9,0.0,0.0,0.0,4.15,101.28
2016-01-01 01:00:00,4712.7,19.08,37.70659906,2.6211614134952352,1.01,1.76,298.94,0.0,0.0,0.0,4.03,101.27
2016-01-01 02:00:00,4510.4,24.46,37.7055688,2.51239728407576,0.68,1.54,299.02,0.0,0.0,0.0,3.97,101.28
2016-01-01 03:00:00,4368.4,11.39,37.32988936,2.371305769628262,0.52,1.36,297.84,0.0,0.0,0.0,3.91,101.26
2016-01-01 04:00:00,4286.8,1.98,37.17494952,2.237052843946054,0.37,1.23,295.49,0.0,0.0,0.0,3.85,101.24
2016-01-01 05:00:00,4312.1,6.19,36.64890072,2.136011930328028,0.19,1.01,293.15,0.0,0.0,0.0,3.78,101.24
2016-01-01 06:00:00,4405.8,9.15,36.4794125,2.083818238554465,0.08,0.89,291.74,0.0,0.0,0.0,3.78,101.25
2016-01-01 07:00:00,4476.1,1.19,36.079496,2.127435446125128,0.01,0.76,288.55,0.03,0.31,0.0,3.78,101.23
2016-01-01 08:00:00,4607.1,1.18,37.50098572,2.242687773082203,0.07,1.09,284.04,0.22,3.73,0.08,3.78,101.22
2016-01-01 09:00:00,4797.0,1.19,40.37159772,2.3924648130592567,-0.75,1.19,284.37,0.54,8.82,0.4,3.54,101.21
2016-01-01 10:00:00,4968.4,3.71,41.821043200000005,2.507636634420605,-1.55,1.02,284.8,0.75,12.41,0.8,3.36,101.18
2016-01-01 11:00:00,5096.0,5.97,43.51836225,2.7391897522277926,-1.71,1.36,280.43,0.87,14.31,1.08,3.3,101.09
2016-01-01 12:00:00,5209.4,7.01,44.74473418,2.896676805934325,-1.63,1.74,273.8,0.72,12.39,0.95,3.36,101.0
2016-01-01 13:00:00,5256.4,15.42,44.746934,2.756113924888808,-1.6,1.76,270.77,0.63,10.09,0.67,3.36,100.94
2016-01-01 14:00:00,5348.7,15.7,43.896214220000005,2.4172212590878064,-1.77,1.42,271.66,0.45,7.37,0.35,3.3,100.91
2016-01-01 15:00:00,5394.0,16.77,42.49939773,1.97802020056968,-1.99,0.92,275.29,0.21,3.27,0.08,3.23,100.92
2016-01-01 16:00:00,5508.8,18.53,40.77117452,1.5754696484505704,-2.14,0.39,279.28,0.05,0.55,0.0,3.23,100.97
2016-01-01 17:00:00,5733.2,20.72,39.73189725,1.2280997310495216,-2.51,-0.1,284.44,0.0,0.0,0.0,3.11,101.05
2016-01-01 18:00:00,5751.5,32.7,38.23500076,0.8044182362197521,-2.99,-0.77,288.49,0.0,0.0,0.0,2.99,101.13
2016-01-01 19:00:00,5699.7,28.32,36.30510288,0.5149102394905563,-3.22,-1.35,287.78,0.0,0.0,0.0,2.93,101.17
2016-01-01 20:00:00,5606.4,22.89,34.853765700000004,0.3204228707384354,-3.41,-1.77,285.22,0.0,0.0,0.0,2.93,101.17
2016-01-01 21:00:00,5501.3,37.34,33.622488319999995,0.0952285662914405,-3.66,-2.19,283.59,0.0,0.0,0.0,2.87,101.16
2016-01-01 22:00:00,5319.0,26.52,32.07888004,-0.1397774481482852,-3.77,-2.56,281.45,0.0,0.0,0.0,2.81,101.15
2016-01-01 23:00:00,5066.5,16.78,31.2383554,-0.3757910165228555,-3.91,-2.81,279.27,0.0,0.0,0.0,2.81,101.16
2016-01-02 00:00:00,4808.3,25.92,30.992503,-0.5110880208426933,-4.1,-2.98,277.46,0.0,0.0,0.0,2.75,101.17
2016-01-02 01:00:00,4593.7,24.9,31.22789878,-0.5805460063760823,-4.35,-3.11,279.89,0.0,0.0,0.0,2.69,101.19
2016-01-02 02:00:00,4431.0,27.57,31.58397764,-0.4999388933196917,-4.22,-2.95,283.83,0.0,0.0,0.0,2.75,101.2
2016-01-02 03:00:00,4337.0,44.91,31.23836,-0.4059320544862553,-4.08,-2.92,287.05,0.0,0.0,0.0,2.75,101.21
2016-01-02 04:00:00,4307.4,1.15,30.2170875,-0.4060497859879564,-4.1,-3.12,288.91,0.0,0.0,0.0,2.75,101.22
2016-01-02 05:00:00,4375.1,28.01,29.37702404,-0.3739209314935103,-4.08,-3.24,288.95,0.0,0.0,0.0,2.75,101.24
2016-01-02 06:00:00,4529.6,24.49,29.06533936,-0.2806232219063598,-4.17,-3.36,289.46,0.0,0.0,0.0,2.75,101.28
2016-01-02 07:00:00,4692.7,6.67,29.45674536,-0.1232249124798654,-4.2,-3.32,289.51,0.06,0.52,0.0,2.75,101.31
2016-01-02 08:00:00,4939.8,10.16,33.69610625,0.4702475025890767,-3.81,-2.27,284.77,0.39,4.52,0.08,2.81,101.32
2016-01-02 09:00:00,5191.1,12.77,38.402074,1.228635907208863,-4.25,-1.57,278.17,0.88,10.8,0.38,2.75,101.33
2016-01-02 10:00:00,5366.3,15.48,41.037296,1.771891012266349,-4.63,-1.15,272.23,1.23,17.16,0.9,2.62,101.29
2016-01-02 11:00:00,5464.3,7.34,42.463859,2.14117025526755,-4.35,-0.6,264.22,1.43,19.97,1.23,2.69,101.17
2016-01-02 12:00:00,5488.8,17.62,43.471415480000005,2.357520928452569,-3.94,-0.06,260.5,1.61,21.7,1.3,2.81,101.05
2016-01-02 13:00:00,5457.8,22.22,44.04369468,2.485655949510826,-3.68,0.26,259.58,1.36,18.11,0.95,2.87,100.97
2016-01-02 14:00:00,5451.5,7.95,43.83298115,2.458631158620584,-3.48,0.34,259.75,0.99,12.32,0.42,2.93,100.93
2016-01-02 15:00:00,5463.2,6.98,42.14467666,2.304200194227028,-2.91,0.24,260.54,0.47,5.19,0.08,3.05,100.92
2016-01-02 16:00:00,5633.5,4.26,36.13300736,1.413819414996056,-2.43,-0.86,262.53,0.06,0.66,0.0,3.17,100.94
2016-01-02 17:00:00,5890.9,16.87,32.855634,0.7344516662116947,-2.77,-1.73,268.13,0.0,0.0,0.0,3.05,100.98
2016-01-02 18:00:00,5915.5,4.65,31.670131,0.6583730386410952,-3.1,-2.17,273.41,0.0,0.0,0.0,2.99,101.0
2016-01-02 19:00:00,5851.5,14.87,30.79831823,0.6455508038553278,-3.42,-2.54,276.05,0.0,0.0,0.0,2.93,101.0
2016-01-02 20:00:00,5741.7,14.61,30.13612256,0.6160941817002996,-3.67,-2.82,276.03,0.0,0.0,0.0,2.87,100.98
2016-01-02 21:00:00,5622.7,20.11,29.4859935,0.5954110565367802,-3.81,-3.04,273.39,0.0,0.0,0.0,2.81,100.94
2016-01-02 22:00:00,5419.1,25.0,29.252142560000003,0.5680691391295113,-3.86,-3.12,262.29,0.0,0.0,0.0,2.81,100.89
2016-01-02 23:00:00,5169.2,11.88,29.35468932,0.393523895817236,-3.73,-3.01,250.84,0.0,0.0,0.0,2.87,100.85
2016-01-03 00:00:00,4887.1,29.66,29.9702216,0.2595989200964009,-3.43,-2.69,245.06,0.0,0.0,0.0,2.93,100.8
2016-01-03 01:00:00,4638.8,27.48,30.5988004,0.2539422714282513,-3.1,-2.35,241.12,0.0,0.0,0.0,2.99,100.75
2016-01-03 02:00:00,4462.2,43.57,30.06127577,0.1514477181683121,-2.81,-2.24,238.43,0.0,0.0,0.0,3.05,100.68
2016-01-03 03:00:00,4354.7,29.19,29.21510186,0.0564197221341742,-2.49,-2.15,235.75,0.0,0.0,0.0,3.17,100.61
2016-01-03 04:00:00,4316.9,29.21,28.544,0.0300794765743024,-2.2,-2.06,232.31,0.0,0.0,0.0,3.23,100.54
2016-01-03 05:00:00,4353.7,28.93,28.544,0.0029200508726747,-2.06,-1.99,231.39,0.0,0.0,0.0,3.3,100.53
2016-01-03 06:00:00,4456.0,16.48,28.544,-0.1540816962867828,-2.01,-1.96,229.57,0.0,0.0,0.0,3.3,100.53
2016-01-03 07:00:00,4573.2,23.86,29.59139624,-0.1531789193225395,-1.96,-1.72,231.04,0.06,0.54,0.0,3.3,100.52
2016-01-03 08:00:00,4788.9,0.0,35.50765802,0.530039495780122,-1.45,-0.31,239.4,0.5,5.39,0.08,3.42,100.53
2016-01-03 09:00:00,4987.1,6.47,40.24632692,1.7515348773244062,-0.74,1.17,246.62,1.04,12.34,0.4,3.6,100.51
2016-01-03 10:00:00,5166.3,3.67,44.67135775,2.8732247930504817,-0.74,2.27,251.94,1.42,18.34,0.92,3.6,100.47
2016-01-03 11:00:00,5280.5,21.86,46.8821205,3.2099337090590803,-1.6,2.37,256.98,1.64,21.8,1.3,3.36,100.39
2016-01-03 12:00:00,5334.3,12.36,47.42776365,3.403830677844601,-1.67,2.5,263.6,1.53,20.86,1.25,3.36,100.3
2016-01-03 13:00:00,5363.6,15.43,47.36330054,3.499619778253472,-1.36,2.65,272.63,1.2,16.27,0.85,3.42,100.28
2016-01-03 14:00:00,5398.2,12.65,46.52644544,3.361117916014177,-1.05,2.59,285.57,0.92,11.74,0.42,3.54,100.34
2016-01-03 15:00:00,5434.4,12.21,44.27237836,2.977624444732564,-0.76,2.15,297.57,0.51,5.59,0.1,3.6,100.42
2016-01-03 16:00:00,5611.8,6.49,40.751426980000005,2.4367831726370657,-0.69,1.32,303.39,0.07,0.66,0.0,3.6,100.51
2016-01-03 17:00:00,5902.3,289.54,38.77436875,2.056564550612632,-0.94,0.7,300.67,0.0,0.0,0.0,3.54,100.58
2016-01-03 18:00:00,5953.6,20.5,35.99478436,1.563183955508929,-1.37,-0.17,294.75,0.0,0.0,0.0,3.42,100.65
2016-01-03 19:00:00,5914.9,48.23,34.161762,1.211579881247398,-1.76,-0.8,289.76,0.0,0.0,0.0,3.3,100.65
2016-01-03 20:00:00,5831.3,248.93,33.67065504,1.0149718540834227,-1.9,-0.99,285.99,0.0,0.0,0.0,3.3,100.65
2016-01-03 21:00:00,5645.4,19.95,32.890922,0.8004116160088277,-1.89,-1.13,287.41,0.0,0.0,0.0,3.3,100.66
2016-01-03 22:00:00,5374.4,20.23,31.991064,0.559612520748902,-1.87,-1.27,295.17,0.0,0.0,0.0,3.3,100.64
2016-01-03 23:00:00,5029.2,6.25,31.599133,0.4160400309627106,-1.88,-1.35,306.11,0.0,0.0,0.0,3.3,100.6
2016-01-04 00:00:00,4731.1,16.24,31.29225176,0.3424411835289023,-2.01,-1.49,313.84,0.0,0.0,0.0,3.23,100.6
2016-01-04 01:00:00,4525.4,15.64,31.17303084,0.2046918686248293,-2.39,-1.77,322.17,0.0,0.0,0.0,3.17,100.63
2016-01-04 02:00:00,4391.1,5.73,30.32424091,-0.1001607523447399,-2.86,-2.24,327.45,0.0,0.0,0.0,3.05,100.65
2016-01-04 03:00:00,4357.4,5.59,29.680849,-0.3952209953716441,-3.45,-2.76,330.87,0.0,0.0,0.0,2.93,100.65
2016-01-04 04:00:00,4413.2,6.13,29.25480575,-0.5427595105742562,-4.02,-3.23,335.24,0.0,0.0,0.0,2.81,100.69
2016-01-04 05:00:00,4695.1,-77.64,28.93574216,-0.6543988650216144,-4.38,-3.53,339.15,0.0,0.0,0.0,2.69,100.77
2016-01-04 06:00:00,5277.0,15.26,28.74011256,-0.8820088394883947,-4.69,-3.77,342.25,0.0,0.0,0.0,2.62,100.86
2016-01-04 07:00:00,5853.6,25.32,29.38794504,-1.2821107671725,-5.36,-4.14,345.67,0.06,0.55,0.0,2.5,100.95
2016-01-04 08:00:00,6211.6,23.78,32.516040000000004,-1.5558194426357022,-7.03,-4.72,347.09,0.5,5.37,0.08,2.2,101.02
2016-01-04 09:00:00,6475.4,14.55,34.79546146,-1.566951093535927,-8.76,-5.42,346.54,1.08,12.62,0.42,1.89,101.08
2016-01-04 10:00:00,6543.2,16.06,36.4869992,-1.2897254803059246,-9.6,-5.6,344.44,1.49,18.94,0.98,1.77,101.1
2016-01-04 11:00:00,6575.4,16.01,37.75996582,-1.0053463589626772,-10.03,-5.57,342.42,1.72,22.66,1.38,1.71,101.08
2016-01-04 12:00:00,6600.7,16.73,38.4011177,-0.8890779373461785,-10.24,-5.54,341.19,1.73,22.77,1.4,1.65,101.06
2016-01-04 13:00:00,6615.4,17.33,38.24351731,-1.0483622347296988,-10.47,-5.74,340.74,1.54,19.56,1.02,1.65,101.08
2016-01-04 14:00:00,6624.4,20.25,37.1216977,-1.4849191647889302,-10.77,-6.24,341.12,1.15,13.31,0.48,1.59,101.16
2016-01-04 15:00:00,6691.3,23.83,34.79740276,-2.2264168907527404,-11.2,-7.11,341.96,0.6,6.14,0.1,1.53,101.27
2016-01-04 16:00:00,6892.5,25.72,31.417208,-3.1498122675407774,-11.7,-8.23,343.46,0.09,0.77,0.0,1.46,101.4
2016-01-04 17:00:00,7167.2,32.86,28.9782115,-3.905542307705928,-12.25,-9.13,345.67,0.0,0.0,0.0,1.4,101.56
2016-01-04 18:00:00,7102.6,38.09,27.55148325,-4.415003217568286,-12.84,-9.84,348.69,0.0,0.0,0.0,1.34,101.72
2016-01-04 19:00:00,6991.5,33.42,26.31902593,-4.795475052929256,-13.35,-10.45,351.65,0.0,0.0,0.0,1.28,101.86
2016-01-04 20:00:00,6816.4,33.59,25.21486344,-5.129957029230233,-13.77,-10.95,353.4,0.0,0.0,0.0,1.22,101.98
2016-01-04 21:00:00,6590.6,30.15,24.3041368,-5.385523486330422,-14.07,-11.34,353.81,0.0,0.0,0.0,1.16,102.08
2016-01-04 22:00:00,6229.1,51.41,23.45770976,-5.613902022462507,-14.31,-11.67,354.07,0.0,0.0,0.0,1.16,102.15
2016-01-04 23:00:00,5796.2,15.33,22.499225880000004,-5.888999069628329,-14.64,-12.07,354.75,0.0,0.0,0.0,1.1,102.22
2016-01-05 00:00:00,5412.6,31.87,21.6829172,-6.1283525068793,-14.95,-12.45,355.4,0.0,0.0,0.0,1.1,102.28
2016-01-05 01:00:00,5185.7,55.72,21.20338,-6.237847805362135,-15.11,-12.66,356.02,0.0,0.0,0.0,1.1,102.38
2016-01-05 02:00:00,5049.4,21.62,20.71862978,-6.276374800765222,-15.13,-12.75,356.09,0.0,0.0,0.0,1.04,102.48
2016-01-05 03:00:00,4994.9,59.19,19.353821,-6.41933082212493,-15.03,-12.9,355.85,0.0,0.0,0.0,1.1,102.56
2016-01-05 04:00:00,5046.7,57.66,17.9149537,-6.50981206479304,-14.92,-13.03,356.99,0.0,0.0,0.0,1.1,102.62
2016-01-05 05:00:00,5301.3,25.68,16.6452775,-6.53127444841795,-14.77,-13.11,358.65,0.0,0.0,0.0,1.1,102.7
2016-01-05 06:00:00,5828.0,29.0,15.16024582,-6.485338816951561,-14.6,-13.19,358.87,0.0,0.0,0.0,1.1,102.78
2016-01-05 07:00:00,6360.0,57.62,14.197836759999998,-6.38809312546699,-14.45,-13.22,358.96,0.07,0.55,0.0,1.1,102.85
2016-01-05 08:00:00,6704.4,73.76,17.441601249999998,-5.968199124476246,-14.51,-12.79,1.69,0.57,5.52,0.08,1.1,102.92
2016-01-05 09:00:00,6929.1,1588.43,22.70778302,-4.95892444828812,-14.33,-11.81,5.23,1.15,12.71,0.38,1.16,102.96
2016-01-05 10:00:00,7024.8,1653.67,27.9080121,-3.671435914566873,-13.88,-10.52,6.5,1.55,18.89,0.88,1.16,102.98
2016-01-05 11:00:00,7029.7,51.5,32.18071921,-2.336815461487907,-13.35,-9.22,4.76,1.77,22.51,1.23,1.22,102.94
2016-01-05 12:00:00,7018.0,9.21,35.101266800000005,-1.1958592374456471,-12.71,-8.08,1.18,1.77,22.61,1.25,1.34,102.89
2016-01-05 13:00:00,7005.9,58.6,37.210301,-0.2818696446376731,-12.2,-7.2,358.65,1.52,18.98,0.9,1.34,102.88
2016-01-05 14:00:00,6970.5,20.14,37.97966804,0.334057601958151,-11.63,-6.61,357.17,1.16,13.13,0.45,1.46,102.89
2016-01-05 15:00:00,6991.5,37.17,36.06964116,0.6951875572586803,-9.64,-5.73,356.4,0.63,6.27,0.1,1.71,102.92
2016-01-05 16:00:00,7105.0,38.36,33.56579566,0.3808434641935847,-9.29,-6.07,350.82,0.1,0.84,0.02,1.77,102.95
2016-01-05 17:00:00,7297.1,39.07,34.4757422,0.4331771645658517,-10.92,-7.01,345.16,0.0,0.0,0.0,1.53,102.98
2016-01-05 18:00:00,7186.2,40.4,34.444559840000004,0.650035820467586,-11.42,-7.37,327.99,0.0,0.0,0.0,1.46,103.01
2016-01-05 19:00:00,7038.5,29.4,33.2886826,0.2967874543156419,-11.6,-7.77,300.87,0.0,0.0,0.0,1.4,103.04
2016-01-05 20:00:00,6832.4,51.65,31.258743000000003,-0.508892102561719,-11.56,-8.2,285.1,0.0,0.0,0.0,1.4,103.05
2016-01-05 21:00:00,6556.7,31.63,29.25744256,-1.1507470552969146,-11.46,-8.54,279.33,0.0,0.0,0.0,1.46,103.04
2016-01-05 22:00:00,6166.7,27.44,28.26009781,-1.4747294500833052,-11.42,-8.7,278.33,0.0,0.0,0.0,1.46,103.02
2016-01-05 23:00:00,5703.7,44.23,28.3636205,-1.5779448135227772,-11.49,-8.74,278.62,0.0,0.0,0.0,1.46,102.99
2016-01-06 00:00:00,5303.9,-8.61,28.8275073,-1.5161949850586889,-11.6,-8.72,278.95,0.0,0.0,0.0,1.4,102.95
2016-01-06 01:00:00,5060.4,54.33,29.3303058,-1.374044835399046,-11.71,-8.7,277.13,0.0,0.0,0.0,1.4,102.92
2016-01-06 02:00:00,4911.2,53.25,29.0614625,-1.4079899990654776,-11.72,-8.77,273.93,0.0,0.0,0.0,1.4,102.89
2016-01-06 03:00:00,4851.6,52.9,27.64258,-1.7828340091951684,-11.6,-8.95,272.36,0.0,0.0,0.0,1.46,102.89
2016-01-06 04:00:00,4888.2,63.95,25.68529625,-2.2313915828857063,-11.47,-9.21,274.45,0.0,0.0,0.0,1.46,102.89
2016-01-06 05:00:00,5144.2,72.37,24.40059122,-2.505721534014885,-11.44,-9.41,275.86,0.0,0.0,0.0,1.46,102.93
2016-01-06 06:00:00,5686.8,83.21,23.93395136,-2.642574819706327,-11.49,-9.52,270.9,0.0,0.0,0.0,1.46,102.95
2016-01-06 07:00:00,6238.1,52.73,23.02276256,-2.662387077710114,-11.26,-9.5,261.91,0.07,0.57,0.0,1.46,102.94
2016-01-06 08:00:00,6520.3,98.57,26.55055838,-1.0018113982557455,-9.09,-7.3,254.0,0.57,5.58,0.1,1.77,102.93
2016-01-06 09:00:00,6695.7,23.23,33.818198,-0.1653788624919066,-9.49,-6.17,247.89,1.14,12.78,0.52,1.71,102.9
2016-01-06 10:00:00,6746.4,24.58,39.13168738,0.8764732207780427,-9.45,-4.84,243.97,1.56,19.19,1.15,1.77,102.85
2016-01-06 11:00:00,6754.9,67.28,41.99988794,1.722245905625565,-9.31,-3.91,240.89,1.79,22.85,1.6,1.77,102.74
2016-01-06 12:00:00,6725.4,31.07,43.7587935,2.312417143038098,-9.1,-3.22,236.48,1.81,23.05,1.62,1.83,102.62
2016-01-06 13:00:00,6688.7,30.92,44.3701816,2.6206684388756702,-8.52,-2.67,232.13,1.61,19.86,1.23,1.89,102.54
2016-01-06 14:00:00,6653.5,57.26,43.83094704,2.751765797482637,-7.63,-2.27,230.69,1.21,13.73,0.6,2.08,102.49
2016-01-06 15:00:00,6682.0,89.55,39.002615,2.658581312039933,-3.88,-1.17,228.58,0.64,6.49,0.15,2.81,102.45
2016-01-06 16:00:00,6806.3,30.68,33.346252,1.1462553084560625,-5.1,-3.23,225.32,0.1,0.9,0.02,2.5,102.43
2016-01-06 17:00:00,7034.6,38.82,32.2665,0.6833017295816416,-5.66,-3.83,226.75,0.0,0.0,0.0,2.38,102.44
2016-01-06 18:00:00,6898.2,31.81,32.0909105,0.5483328442424564,-5.63,-3.85,229.18,0.0,0.0,0.0,2.38,102.46
2016-01-06 19:00:00,6729.7,32.39,31.21638106,0.2952257357348182,-5.91,-4.2,230.44,0.0,0.0,0.0,2.38,102.45
2016-01-06 20:00:00,6534.7,40.53,29.8903414,-0.0313438545607429,-6.33,-4.74,234.42,0.0,0.0,0.0,2.26,102.42
2016-01-06 21:00:00,6277.6,30.17,28.62931762,-0.3397494705485386,-6.74,-5.25,239.55,0.0,0.0,0.0,2.2,102.38
2016-01-06 22:00:00,5892.6,23.05,27.56225464,-0.5426490573486338,-7.06,-5.67,243.09,0.0,0.0,0.0,2.14,102.35
2016-01-06 23:00:00,5451.5,36.97,26.6198625,-0.7206208772418734,-7.3,-5.99,247.77,0.0,0.0,0.0,2.08,102.3
2016-01-07 00:00:00,5064.5,7.51,25.71503428,-0.8316251986431968,-7.44,-6.25,259.62,0.0,0.0,0.0,2.08,102.25
2016-01-07 01:00:00,4814.4,14.36,24.9410608,-0.8876119209539062,-7.54,-6.45,274.93,0.0,0.0,0.0,2.08,102.2
2016-01-07 02:00:00,4680.1,14.01,24.22292091,-0.92591871027272,-7.61,-6.61,287.35,0.0,0.0,0.0,2.08,102.18
2016-01-07 03:00:00,4624.9,13.8,23.5554977,-0.9293000000000008,-7.69,-6.77,299.97,0.0,0.0,0.0,2.01,102.15
2016-01-07 04:00:00,4669.3,20.96,23.410482,-0.8946718370550721,-7.75,-6.84,312.4,0.0,0.0,0.0,2.01,102.12
2016-01-07 05:00:00,4927.0,13.56,23.80943296,-0.7667317092402781,-7.84,-6.84,322.55,0.0,0.0,0.0,2.01,102.1
2016-01-07 06:00:00,5488.2,0.11,25.3413635,-0.8383083116966632,-7.98,-6.7,333.05,0.0,0.0,0.0,2.01,102.09
2016-01-07 07:00:00,6044.5,38.72,26.98293328,-0.5272624334012681,-7.99,-6.43,339.34,0.04,0.47,0.0,2.01,102.08
2016-01-07 08:00:00,6317.1,39.3,30.64571413,1.4907236307841794,-6.09,-4.42,335.12,0.36,4.7,0.1,2.32,102.07
2016-01-07 09:00:00,6490.9,24.92,36.72753606,2.531341862888137,-6.01,-3.13,332.1,0.82,11.49,0.5,2.32,102.05
2016-01-07 10:00:00,6541.4,22.37,41.09088856,3.658071897548573,-5.34,-1.6,321.84,1.06,15.61,0.98,2.5,101.99
2016-01-07 11:00:00,6547.0,31.57,45.84481878,4.919463020239984,-5.77,-0.48,300.07,1.18,17.54,1.27,2.38,101.87
2016-01-07 12:00:00,6542.8,29.86,47.29409933,5.438733279941095,-4.92,0.5,280.95,1.26,18.97,1.42,2.56,101.78
2016-01-07 13:00:00,6530.9,23.09,47.491075120000005,5.404529053512739,-3.93,1.17,265.97,1.07,16.09,1.05,2.81,101.74
2016-01-07 14:00:00,6508.5,22.43,44.68857726,4.923485375702695,-0.84,2.23,265.43,0.8,11.62,0.55,3.54,101.73
2016-01-07 15:00:00,6536.7,22.61,44.24481075,4.150585500856046,-2.48,1.08,259.11,0.52,6.06,0.12,3.11,101.74
2016-01-07 16:00:00,6648.8,30.71,44.042985560000005,4.108167117273812,-3.05,0.66,253.9,0.09,0.91,0.02,2.99,101.75
2016-01-07 17:00:00,6843.3,28.08,43.8636558,4.234779785368047,-2.93,0.69,256.58,0.0,0.0,0.0,2.99,101.77
2016-01-07 18:00:00,6697.7,31.51,44.27437424,4.571838800288958,-2.96,0.78,270.74,0.0,0.0,0.0,2.99,101.77
2016-01-07 19:00:00,6513.3,22.21,44.6139982,4.846977453125161,-3.02,0.83,293.88,0.0,0.0,0.0,2.99,101.74
2016-01-07 20:00:00,6302.4,24.27,44.58287872,4.740621611657112,-3.01,0.83,322.97,0.0,0.0,0.0,2.99,101.69
2016-01-07 21:00:00,6065.9,28.38,43.91032684,4.122638488187594,-2.82,0.77,348.47,0.0,0.0,0.0,3.05,101.65
2016-01-07 22:00:00,5697.2,37.69,42.24992975,3.2561225854085025,-2.38,0.61,7.02,0.0,0.0,0.0,3.11,101.6
2016-01-07 23:00:00,5275.4,26.25,38.97524627,2.6259964311838475,-1.29,0.52,21.35,0.0,0.0,0.0,3.42,101.55
2016-01-08 00:00:00,4894.8,34.68,37.1266646,2.511557919045874,-0.76,0.48,30.13,0.0,0.0,0.0,3.54,101.49
2016-01-08 01:00:00,4663.7,23.41,37.36812184,2.140112214380321,-1.27,0.19,35.2,0.0,0.0,0.0,3.42,101.46
2016-01-08 02:00:00,4534.9,22.28,36.5695515,1.7725527662154743,-1.64,-0.23,37.87,0.0,0.0,0.0,3.36,101.47
2016-01-08 03:00:00,4426.6,20.85,35.10292592,1.4042725488888506,-1.64,-0.52,37.96,0.0,0.0,0.0,3.36,101.48
2016-01-08 04:00:00,4486.8,22.37,34.16459412,1.2314974495722062,-1.62,-0.7,36.61,0.0,0.0,0.0,3.36,101.5
2016-01-08 05:00:00,4799.6,22.13,33.30230842,1.2002258556583865,-1.56,-0.82,31.72,0.0,0.0,0.0,3.36,101.55
2016-01-08 06:00:00,5368.7,16.7,32.7690805,1.0571367499776732,-1.53,-0.89,25.24,0.0,0.0,0.0,3.36,101.61
2016-01-08 07:00:00,5903.4,22.43,32.40790928,0.7391246115262256,-1.52,-0.95,26.05,0.05,0.48,0.0,3.36,101.62
2016-01-08 08:00:00,6215.5,22.18,33.81152144,0.9672271414437636,-1.21,-0.49,30.54,0.28,4.28,0.08,3.42,101.63
2016-01-08 09:00:00,6406.6,24.07,36.54805004,1.6461794000360994,-0.43,0.57,39.23,0.6,8.3,0.35,3.66,101.69
2016-01-08 10:00:00,6470.5,23.93,39.11504,2.220073599783653,0.01,1.41,42.65,0.87,12.97,0.83,3.78,101.7
2016-01-08 11:00:00,6489.1,23.9,41.71160428,2.553862848315076,0.3,2.18,52.52,0.93,14.41,1.05,3.85,101.61
2016-01-08 12:00:00,6481.4,30.71,43.24847153,2.798846066670135,0.55,2.71,61.13,0.94,14.41,1.08,3.91,101.51
2016-01-08 13:00:00,6461.5,26.7,43.438523,2.897406704572408,1.01,3.05,67.92,0.82,12.65,0.83,4.09,101.44
2016-01-08 14:00:00,6437.6,23.94,41.5726928,2.9928064848709246,1.8,3.09,70.87,0.56,8.55,0.4,4.27,101.43
2016-01-08 15:00:00,6498.0,24.4,37.64081586,2.733395966555346,2.05,2.44,69.1,0.29,4.16,0.1,4.39,101.45
2016-01-08 16:00:00,6627.2,19.6,35.87,2.256968073320885,2.15,2.15,68.14,0.05,0.54,0.0,4.39,101.5
2016-01-08 17:00:00,6737.8,30.11,35.924,2.510867653296862,2.43,2.3,68.49,0.0,0.0,0.0,4.46,101.56
2016-01-08 18:00:00,6554.8,20.37,36.194,2.656619183522672,2.63,2.48,67.97,0.0,0.0,0.0,4.52,101.59
2016-01-08 19:00:00,6356.9,18.06,36.752,2.625393586238025,2.8,2.72,65.89,0.0,0.0,0.0,4.58,101.6
2016-01-08 20:00:00,6123.9,16.79,37.87238515,2.682318526909663,2.9,3.02,67.28,0.0,0.0,0.0,4.64,101.59
2016-01-08 21:00:00,5899.3,15.62,37.47322864,2.546507927704444,2.83,2.9,70.45,0.0,0.0,0.0,4.58,101.56
2016-01-08 22:00:00,5602.8,19.75,37.28474944,2.3603497151792805,2.76,2.82,73.89,0.0,0.0,0.0,4.58,101.52
2016-01-08 23:00:00,5219.0,20.52,37.00795963,2.283951489203828,2.73,2.75,76.18,0.0,0.0,0.0,4.58,101.5
2016-01-09 00:00:00,4839.8,19.6,36.698,2.386235281639669,2.72,2.66,76.67,0.0,0.0,0.0,4.58,101.5
2016-01-09 01:00:00,4533.9,17.83,36.716,2.4676428000694512,2.76,2.69,72.95,0.0,0.0,0.0,4.58,101.5
2016-01-09 02:00:00,4385.8,13.77,36.734,2.433761313967123,2.77,2.7,68.44,0.0,0.0,0.0,4.58,101.48
2016-01-09 03:00:00,4348.4,12.35,36.59,2.320098428484741,2.75,2.65,67.09,0.0,0.0,0.0,4.58,101.43
2016-01-09 04:00:00,4344.0,8.06,36.41,2.210943029648881,2.72,2.58,66.56,0.0,0.0,0.0,4.58,101.41
